Respuesta,Modelo_ID,Familia,Escenario,Termino,Estimacion,Error_estandar,IC95_inferior,IC95_superior,Coeficiente_alias
Altura,M2_Indice_N,M2,M2_Indice_N,(Intercept),61.95771242570329,34.04890264927456,-4.778136766874837,128.69356161828142,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Replication2,1.1053948740828246,1.616482900428588,-2.062911610757208,4.273701358922858,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Replication3,9.492880835532613,2.2488317646960834,5.08517057672829,13.900591094336937,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Dose_percent75,1.2010284937126114,1.4573880839769555,-1.6554521508822215,4.057509138307444,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionControl,-0.3435875416268354,3.0186945881739633,-6.260228934447803,5.573053851194133,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin B,-0.038192912762693834,3.160109371746722,-6.232007281386268,6.1556214558608815,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Cu,-1.0787485124890854,2.991944561325786,-6.9429598526876255,4.7854628277094555,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Fe,-2.56152117934173,3.123183592169679,-8.682961019994302,3.5599186613108413,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin K,-4.4018161317418665,3.125425264183893,-10.527649649542298,1.7240173860585637,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mg y S,2.4574133853453937,2.9715031220496515,-3.366732733871923,8.281559504562711,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mn,1.1745950099282008,2.9936573906216273,-4.692973475690189,7.04216349554659,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mo,3.8554901615259856,3.0689777261766777,-2.1597061817803023,9.870686504832273,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin N,-1.5747406177585357,3.0049460513623174,-7.464434878428678,4.314953642911606,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin P,-0.32860015926211444,2.9166327491838184,-6.045200347662399,5.38800002913817,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Zn,2.675302891995797,3.092820611423842,-3.386625506394933,8.737231290386527,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Suelo_N,0.06932393186203685,0.20862569602749126,-0.33958243235184604,0.4782302960759197,FALSE
Altura,M2_Indice_N,M2,M2_Indice_N,Suelo_T,-1.2579851839477045,2.0677702885981724,-5.310814949600123,2.794844581704713,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,(Intercept),61.70139694665263,34.08458758257833,-5.10439471520089,128.50718860850614,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Replication2,1.0937848234711884,1.621791871097445,-2.084927243879804,4.272496890822181,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Replication3,9.480442261345148,2.254385798491681,5.061846096301454,13.899038426388842,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Dose_percent75,1.1895480429535712,1.456413995713645,-1.665023388645173,4.044119474552316,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionControl,-0.36455390484614736,3.014051256128829,-6.272094366858652,5.5429865571663575,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin B,-0.05156705348255724,3.16004300082362,-6.245251335096853,6.142117228131738,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Cu,-1.0834477202138015,2.9999910660264204,-6.963430209625585,4.796534769197983,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Fe,-2.564988972805429,3.125012598633521,-8.69001366612713,3.560035720516272,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin K,-4.411163423086847,3.126788531612208,-10.539668945046774,1.7173420988730808,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mg y S,2.4422369411253535,2.9696862010940657,-3.3783480130190155,8.262821895269722,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mn,1.1626184259591883,2.996412034525185,-4.710349161710174,7.03558601362855,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mo,3.8301640692506242,3.0613097152482553,-2.1700029726359564,9.830331111137205,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin N,-1.5823743016021563,3.012692815393835,-7.4872522197740725,4.32250361656976,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin P,-0.34692317696173053,2.9116752127827485,-6.053806594015918,5.359960240092456,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Zn,2.659112236813809,3.089399403911411,-3.3961105948525567,8.714335068480175,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Suelo_P,0.04666416106780755,0.14783116363544035,-0.24308491965765552,0.3364132417932706,FALSE
Altura,M2_Indice_P,M2,M2_Indice_P,Suelo_T,-1.237585237606483,2.0625748237801758,-5.280231892215627,2.805061417002661,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,(Intercept),61.813856386602936,34.07251074698943,-4.96826467749635,128.5959774507022,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Replication2,1.0775892570109098,1.6057347694399078,-2.0696508910913094,4.224829405113129,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Replication3,9.462007131133154,2.239573017828645,5.07244401618901,13.851570246077298,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Dose_percent75,1.1864295945352938,1.4592476644936618,-1.673695827872283,4.046555016942871,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionControl,-0.3693747627952664,3.0169048070915143,-6.282508184694635,5.5437586591041015,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin B,-0.05916241693612991,3.1590154083331106,-6.250832617269026,6.1325077833967665,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Cu,-1.0917252289762156,2.998672534365931,-6.9691233963334405,4.785672938381008,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Fe,-2.571486073754967,3.1238350751088984,-8.694202820968409,3.5512306734584738,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin K,-4.420393753552303,3.1242427321110755,-10.54390950849001,1.7031220013854051,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mg y S,2.4400420285180373,2.9728025550007753,-3.386650979283482,8.266735036319556,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mn,1.1496916093750535,2.990945508167626,-4.712561586633494,7.0119448053836,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mo,3.8212824178923954,3.0609627395852375,-2.1782045516946695,9.82076938747946,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin N,-1.6021556288716794,3.000597072017967,-7.4833258900268955,4.279014632283536,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin P,-0.34515845088709285,2.915432488902119,-6.059406129135246,5.36908922736106,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Zn,2.6582836609695963,3.090561091624291,-3.399216078614014,8.715783400553207,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Suelo_K,0.02279127949465463,0.07405653516436123,-0.12235952942749335,0.1679420884168026,FALSE
Altura,M2_Indice_K,M2,M2_Indice_K,Suelo_T,-1.2427443551492896,2.0648450942802565,-5.289840739938592,2.804352029640013,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,(Intercept),112.53598038658843,47.2796869335651,19.86779399680084,205.20416677637604,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Replication2,1.3242559730141386,1.349449208884832,-1.320664476400132,3.969176422428409,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Replication3,12.22126889634973,2.6075885358701107,7.1103953660443135,17.332142426655146,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Dose_percent75,2.2898500817335985,1.5830412859954572,-0.8129108388174977,5.392611002284695,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionControl,-1.7758025116996046,2.8204379561514887,-7.3038609057565225,3.752255882357313,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin B,-2.1191052709011466,3.1275853387947103,-8.24917253493878,4.010961993136485,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Cu,-2.2075603092413933,2.7860152869713164,-7.668150271705174,3.253029653222387,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Fe,-3.4610690237239257,3.0216817482186977,-9.383565250232573,2.4614272027847215,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin K,-6.802935841877512,3.1074722510212704,-12.893581453879202,-0.7122902298758227,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Mg y S,2.485705940116092,2.7568947132197326,-2.9178076977945837,7.8892195780267675,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Mn,0.6296858964215655,2.7464563277390175,-4.753368505946908,6.01274029879004,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Mo,2.0802359271414144,2.8519743470315504,-3.5096337930404244,7.670105647323253,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin N,-2.0788825297822293,2.800547163065767,-7.567954969391133,3.410189909826674,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin P,-0.870904161104902,2.745213280664928,-6.251522191208161,4.5097138689983565,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Omission_descriptionSin Zn,1.6073754253065466,2.9625698408716223,-4.199261462801833,7.4140123134149265,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Suelo_pH,1.5901902585461165,1.0886423097251443,-0.5435486685151665,3.7239291856073997,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Suelo_T,-1.9256568759078834,1.995526354389457,-5.836888530511219,1.9855747786954525,FALSE
Altura,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Suelo_Hv,-3.4223535214503986,1.9898468873025301,-7.322453420563358,0.47774637766256056,FALSE
Diametro,M0_Repeticion,M0,Diseño_reducido,(Intercept),3.281481481481482,0.07180641357759864,3.140740910869389,3.4222220520935753,FALSE
Diametro,M0_Repeticion,M0,Diseño_reducido,Replication2,0.011574074074073987,0.10154960394681158,-0.1874631496616767,0.21061129780982468,FALSE
Diametro,M0_Repeticion,M0,Diseño_reducido,Replication3,0.25185185185185155,0.14361282715519716,-0.029629289372334888,0.533332993076038,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,(Intercept),3.357268518518519,0.16716384710041163,3.0296273782017122,3.684909658835326,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Replication2,0.011574074074073999,0.09691675675705316,-0.1783827691697502,0.20153091731789818,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Replication3,0.12106481481481463,0.14935875311887903,-0.17167834129818826,0.4138079709278175,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Dose_percent75,-0.20416666666666664,0.09691675675705314,-0.3941235099104908,-0.014209823422842494,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionControl,-0.07777777777777745,0.21233397550431696,-0.4939523697662387,0.3383968142106838,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin B,0.15569444444444464,0.2267727852458806,-0.2887802146374813,0.6001691035263705,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Cu,-0.12444444444444422,0.212333975504317,-0.5406190364329055,0.29173014754401716,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Fe,-0.07763888888888876,0.22677278524588051,-0.5221135479708146,0.36683577019303704,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin K,-0.15263888888888852,0.22677278524588054,-0.5971135479708144,0.2918357701930373,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Mg y S,0.4288888888888893,0.21233397550431693,0.012714296900428135,0.8450634808773505,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Mn,0.10888888888888901,0.21233397550431687,-0.30728570309957204,0.5250634808773501,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Mo,0.17111111111111135,0.2123339755043169,-0.24506348087734978,0.5872857030995725,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin N,-0.08444444444444428,0.212333975504317,-0.5006190364329056,0.3317301475440171,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin P,0.017777777777777927,0.21233397550431699,-0.39839681421068335,0.43395236976623924,FALSE
Diametro,M1_Tratamientos,M1,Diseño_completo,Omission_descriptionSin Zn,-0.049861111111111106,0.22677278524588063,-0.4943357701930371,0.39461354797081494,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,(Intercept),6.845784268825209,2.5034214474035728,1.9390782319142064,11.752490305736213,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Replication2,0.027460091984187317,0.11859146474254446,-0.20497917891119985,0.2598993628795745,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Replication3,0.15915713512072577,0.16495060539329,-0.16414605145012268,0.4824603216915742,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Dose_percent75,-0.15578820016870104,0.10719243634063735,-0.36588537539635024,0.05430897505894816,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionControl,-0.016402546284792027,0.22199153604601224,-0.451505956934976,0.41870086436539194,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin B,0.18059531226568082,0.23246860190575047,-0.2750431474695901,0.6362337720009517,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Cu,-0.10412567379853561,0.2207849029240854,-0.536864083529743,0.32861273593267176,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Fe,0.0011488609690931395,0.22972704055550228,-0.44911613851969134,0.45141386045787757,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin K,-0.1151406235711644,0.22987730141854545,-0.5657001343515135,0.33541888720918467,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Mg y S,0.5070462305111587,0.21879193896898166,0.07821403013195466,0.9358784308903627,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Mn,0.17167098855707746,0.22036392780826738,-0.2602423099471266,0.6035842870612815,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Mo,0.2607672436014342,0.22573314346615192,-0.18166971759222356,0.7032042047950919,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin N,-0.028792902334309027,0.22144500361538164,-0.462825109420457,0.40523930475183895,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin P,0.04875299290500381,0.21427539582910582,-0.37122678292004363,0.4687327687300512,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Omission_descriptionSin Zn,-0.0032027992832539647,0.22715236460394672,-0.4484214339069895,0.4420158353404816,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Suelo_CE,9.301144747277608e-4,0.0010905419474662279,-0.0012073477423060457,0.003067576691761567,FALSE
Diametro,M2_CE_original,M2,M2_CE_original,Suelo_T,-0.22964091343569168,0.1516928935630338,-0.526958984819238,0.06767715794785459,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,(Intercept),6.57914425417248,2.5357050526405263,1.6091623509970487,11.54912615734791,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Replication2,0.027460091984188643,0.11859146474254413,-0.20497917891119785,0.25989936287957516,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Replication3,0.15915713512072693,0.16495060539328965,-0.1641460514501208,0.48246032169157466,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Dose_percent75,-0.15578820016870001,0.10719243634063716,-0.36588537539634886,0.05430897505894883,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionControl,-0.016402546284790914,0.22199153604601177,-0.451505956934974,0.4187008643653921,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin B,0.1805953122656802,0.2324686019057497,-0.2750431474695892,0.6362337720009497,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Cu,-0.10412567379853634,0.2207849029240844,-0.5368640835297418,0.3286127359326691,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Fe,0.001148860969091498,0.22972704055550172,-0.44911613851969184,0.45141386045787485,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin K,-0.11514062357116547,0.22987730141854468,-0.565700134351513,0.3354188872091821,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Mg y S,0.5070462305111588,0.21879193896898108,0.07821403013195594,0.9358784308903617,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Mn,0.1716709885570771,0.2203639278082665,-0.26024230994712527,0.6035842870612794,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Mo,0.2607672436014351,0.22573314346615123,-0.18166971759222128,0.7032042047950915,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin N,-0.028792902334309225,0.22144500361538072,-0.4628251094204554,0.405239304751837,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin P,0.04875299290500336,0.21427539582910532,-0.3712267829200431,0.46873276873004976,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Omission_descriptionSin Zn,-0.003202799283251888,0.22715236460394678,-0.4484214339069876,0.4420158353404838,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Suelo_CE_corregida_OLS,9.998005747906271e-4,0.0011722476055747017,-0.001297804732135788,0.003297405881717042,FALSE
Diametro,M2_CE_corregida,M2,M2_CE_corregida,Suelo_T,-0.22964091343569257,0.15169289356303375,-0.5269589848192388,0.06767715794785359,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,(Intercept),6.880676311635261,2.499094280769654,1.9824515213267393,11.778901101943783,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Replication2,0.031050074398039095,0.11864532648922525,-0.20149476552084242,0.2635949143169206,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Replication3,0.16340993828901415,0.1650579655813034,-0.16010367425034047,0.4869235508283688,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Dose_percent75,-0.15357962840249675,0.10696821166441477,-0.36323732326474967,0.05607806645975619,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionControl,-0.013271267668937773,0.22156374489961983,-0.44753620767219265,0.4209936723343171,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin B,0.1825704155103614,0.23194319473044983,-0.2720382461613203,0.6371790771820431,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Cu,-0.10394284150140415,0.2196003677007914,-0.5343595621949553,0.326473879192147,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Fe,0.0012274758053133852,0.22923294572464478,-0.4480690978149904,0.4505240494256172,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin K,-0.11358573032385252,0.2293974781845537,-0.5632047875655778,0.3360333269178727,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mg y S,0.5083617546150918,0.21810002319595093,0.080885709151028,0.9358378000791556,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mn,0.17383408093880892,0.21972608458339593,-0.2568290448446471,0.6044972067222649,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Mo,0.264323732858651,0.22525438667730463,-0.17717486502886604,0.7058223307461681,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin N,-0.02712763892963583,0.2205546407276336,-0.45941473475579764,0.405159456896526,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin P,0.051041648950562964,0.21407269120157832,-0.3685408258045305,0.4706241237056564,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Omission_descriptionSin Zn,-8.957990872455018e-4,0.2270043878086775,-0.44582439919225336,0.4440328010177623,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Suelo_N,0.013857145703814387,0.015312542936681104,-0.01615543845208058,0.043869729859709355,FALSE
Diametro,M2_Indice_N,M2,M2_Indice_N,Suelo_T,-0.2324833284307798,0.15176855933978856,-0.5299497047367654,0.06498304787520576,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,(Intercept),6.82741602268125,2.5030006572055474,1.921534734558377,11.733297310804122,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Replication2,0.029809731516708907,0.11909623695380649,-0.20361889291275181,0.2632383559461696,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Replication3,0.162129798102327,0.16555075286003168,-0.1623496775033351,0.4866092737079891,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Dose_percent75,-0.1550965886837563,0.10695171768186182,-0.36472195534020546,0.05452877797269284,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionControl,-0.016314176487453005,0.2213367627425165,-0.45013423146278536,0.4175058784878794,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin B,0.18082874840860463,0.23205766209423473,-0.27400426929609545,0.6356617661133047,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Cu,-0.10386051682693888,0.22030425310802262,-0.5356568529186633,0.3279358192647855,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Fe,0.0010459927946313628,0.2294852055699607,-0.44874501012249157,0.4508369957117543,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin K,-0.11465842385160452,0.22961562115448367,-0.5647050413143925,0.33538819361118344,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mg y S,0.5062248169628186,0.21807881626920397,0.07879033707517885,0.9336592968504585,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mn,0.17251456218600258,0.22004142703808563,-0.25876663480864526,0.6037957591806504,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Mo,0.26055963183472597,0.22480718625718757,-0.18006245322936165,0.7011817168988136,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin N,-0.02751140944652822,0.22123700568826943,-0.4611359405955363,0.4061131217024798,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin P,0.04802423769651016,0.21381878109886243,-0.3710605732572602,0.4671090486502805,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Omission_descriptionSin Zn,-0.0036492117076869558,0.2268699516937427,-0.44831431702742264,0.44101589361204874,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Suelo_P,0.009507740815492098,0.01085597702593583,-0.011769974155342127,0.030785455786326323,FALSE
Diametro,M2_Indice_P,M2,M2_Indice_P,Suelo_T,-0.22864027674924525,0.15146511973922697,-0.5255119114381301,0.06823135793963958,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,(Intercept),6.848971357879769,2.502407710576123,1.944252245150568,11.75369047060897,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Replication2,0.027378505413976496,0.11793093552818494,-0.203766128221266,0.258523139049219,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Replication3,0.15934225240391572,0.16448229570836143,-0.16304304718447268,0.4817275519923041,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Dose_percent75,-0.155078467459571,0.10717239578805589,-0.36513636320416054,0.05497942828501853,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionControl,-0.016332634315311796,0.22157233751865602,-0.45061441585187756,0.417949147221254,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin B,0.18005122554667705,0.23200945108924906,-0.27468729858825114,0.6347897496816052,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Cu,-0.10470250581252911,0.22023329384827264,-0.5363597617551435,0.3269547501300853,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Fe,1.3746629352319757e-4,0.22942568091232762,-0.44953686829463896,0.4498118008816853,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin K,-0.11589046241647608,0.22945562070846104,-0.5656234790050597,0.3338425541721075,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mg y S,0.5065355340152238,0.21833330953785515,0.07860224732102766,0.9344688207094198,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mn,0.1707550577072948,0.21966579325866112,-0.25978989707968103,0.6013000124942706,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Mo,0.25982865530809446,0.22480811050888327,-0.18079524128931673,0.7004525519055056,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin N,-0.030632352498951933,0.22037463881388172,-0.4625666445741601,0.40130193957625626,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin P,0.04894014651152874,0.21411984558658984,-0.37073475083818735,0.4686150438612448,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Omission_descriptionSin Zn,-0.0034086636452890094,0.22698191991532446,-0.448293226679325,0.44147589938874693,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Suelo_K,0.004718723421693572,0.005438978242312941,-0.0059416739332397925,0.015379120776626936,FALSE
Diametro,M2_Indice_K,M2,M2_Indice_K,Suelo_T,-0.22990868915590756,0.1516496486989515,-0.5271420006058525,0.0673246222940374,FALSE
Diametro,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,(Intercept),6.57917918304602,3.7100320363209267,-0.6924836081429966,13.850841974235037,FALSE
Diametro,M2_Exploratorio_pH_T_Hv,M2,M2_Exploratorio_pH_T_Hv,Replication2,-0.031046299632954688,0.10589113678746484,-0.23859292773638577,0.1765003284704764,FALSE
